seq,send_timestamp_ns,recv_timestamp_ns,rtt_ns
585,1777463546942028399,1777463546954369861,12341462
586,1777463546964550303,1777463546981819183,17268880
587,1777463546991934412,1777463546997402174,5467762
588,1777463547007528416,1777463547012735103,5206687
589,1777463547022892522,1777463547213747333,190854811
590,1777463547223875255,1777463547236578971,12703716
591,1777463547246852334,1777463547263116803,16264469
592,1777463547273246882,1777463547287606817,14359935
593,1777463547297784158,1777463547308429837,10645679
594,1777463547318773257,1777463547366625603,47852346
595,1777463547376768833,1777463547391875100,15106267
596,1777463547402145414,1777463547412224709,10079295
597,1777463547422405524,1777463547437248344,14842820
598,1777463547447551795,1777463547454251430,6699635
599,1777463547464448670,1777463547468839698,4391028
600,1777463547479005951,1777463547484145652,5139701
601,1777463547494271428,1777463547505005165,10733737
602,1777463547515184429,1777463547521213907,6029478
603,1777463547531438769,1777463547556166838,24728069
604,1777463547566325572,1777463547573874992,7549420
605,1777463547584157874,1777463547593129624,8971750
606,1777463547603282947,1777463547688765903,85482956
607,1777463547699039814,1777463547718204538,19164724
608,1777463547728413221,1777463547740617198,12203977
609,1777463547750753416,1777463547761563954,10810538
610,1777463547771743761,1777463547801234453,29490692
611,1777463547811356946,1777463547820128384,8771438
612,1777463547830412362,1777463547844818118,14405756
613,1777463547855086551,1777463547863135725,8049174
614,1777463547873306061,1777463547877146471,3840410
615,1777463547887371804,1777463547893820415,6448611
616,1777463547904052508,1777463547911033050,6980542
617,1777463547921206001,1777463547934635212,13429211
618,1777463547944877483,1777463547963989738,19112255
619,1777463547974108641,1777463547978773026,4664385
620,1777463547989024746,1777463547994400969,5376223
621,1777463548004549266,1777463548056034737,51485471
622,1777463548066288701,1777463548078511701,12223000
623,1777463548088632299,1777463548099567369,10935070
624,1777463548109722041,1777463548115897318,6175277
625,1777463548126095716,1777463548134718255,8622539
